date,PPIACO,INDPRO,PAYEMS,WTISPLC,GDP,CPIAUCSL,BOGZ1FA895050005Q,GDPC1,UNRATE,PRS85006021,UMCSENT,DFF,CPILFESL,DSPIC96,PCE,PERMIT,W068RCQ027SBEA,DGS10,GFDEBTN,ICSA,shiller_PE,DXY,SP500
1967-02-28,0.0,-0.011340389953229502,0.00033635543596255424,0.010101010101009944,0.0,0.003039513677811634,0.0,0.0,-0.02564102564102566,0.0,0.0,0.011419249592169667,0.0,0.0019241688221565134,-0.002428166734115722,-0.08844221105527639,0.0,0.010399334442595887,0.0,0.09569377990430628,0.03132648066568766,-0.0006672783384769065,0.03453344115142931
1967-03-31,-0.0029940119760479833,-0.005637930393023738,0.0015436580109737807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09354838709677415,0.0029239766081869956,0.007524478166419879,0.005679513184584151,0.05292171995589867,0.0,-0.01833900969347657,0.0,0.1386462882096069,0.017560512577123877,-0.00016693097404218982,0.02347441531250638
1967-04-30,-0.006006006006005871,0.009431600033386278,-0.0009766519151533926,0.0,0.0057014582370849,0.003030303030303161,-0.013100354863731623,0.0006129781262436129,0.0,0.25,0.0,-0.10544958481613287,0.00291545189504383,-0.00031248046997067735,0.011093182734973839,0.08376963350785349,0.00590020163263727,0.011379103282626257,-0.024336223020604453,0.008628954937679678,0.011660447761194126,-0.0005843559562568323,0.017242362650663035
1967-05-31,0.0060422960725075026,-0.008724759498868195,0.0023523661137079266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019128586609989506,-0.028200279536298556,0.0029069767441860517,0.002031757939484846,0.0017953321364452268,0.03961352657004835,0.0,0.05534500331496073,0.0,-0.10361216730038025,0.011987090825265057,-0.0006682258603407654,0.017930556766825312
1967-06-30,0.006006006006006093,-0.0001236819246056564,0.001981103322157951,0.0,0.0,0.0060422960725075026,0.0,0.0,0.026315789473684292,0.0,0.0,0.011252115059221746,0.0028985507246377384,0.0036809433197118047,0.00915969733174049,0.08643122676579917,0.0,0.03609939052977018,0.0,-0.01590668080593849,-0.018223234624145768,-8.35840855901715e-05,-0.012493918459353326
1967-07-31,0.0,-0.002278330260080619,0.0020988593155892854,0.0,0.01914054816174171,0.0030030030030030463,0.02619538514696229,0.00946120917450588,-0.02564102564102566,-0.15000000000000002,0.0,-0.04764089457903675,0.0028901734104047616,0.004009324009323967,-0.0001973164956591278,0.006843455945252375,0.028323771417005927,0.027131221719457255,0.0402703062624461,-0.018103448275862077,0.011600928074245953,0.0005851375073142595,0.017010843148943966
1967-08-31,-0.0029850746268657025,0.019159187039220704,0.0038702039825158074,0.023333333333333206,0.0,0.0029940119760478723,0.0,0.0,0.0,0.0,0.011470281543274119,0.026778882938025994,0.0057636887608067955,0.003590886577513608,0.006118018551411142,0.04418011894647411,0.0,0.022611392501074468,0.0,-0.06606672519754175,0.010550458715596456,0.0004177109440266502,0.01618376826231449
1967-09-30,0.0,-0.001623872625015621,0.00031749391469992894,0.0,0.0,0.0029850746268658135,0.0,0.0,0.0,0.0,0.0,0.02358006292432524,0.002865329512893977,-0.00012338062924122095,0.011377010592389158,0.04068348250610243,0.0,0.004994231086204115,0.0,0.017156286721504044,0.008624602814343962,-8.350730688944097e-05,0.013917155387741964
1967-10-31,0.0,0.008143903973341082,0.0009219515144187618,0.0,0.018730214866978123,0.0029761904761904656,0.022485255267033155,0.007540171273531016,0.05263157894736836,-0.23529411764705876,0.0,-0.026919468081664455,0.0028571428571428914,0.0015424481737413842,-0.006594259115593415,0.0007818608287724071,0.015844117502337163,0.03375186362738214,0.026100340581608483,0.0016173752310535416,-0.006750675067506706,-8.351428094199864e-05,-0.001801873106308416
1967-11-30,0.0,0.014301133297355717,0.007217818044545021,0.0,0.0,0.005934718100890191,0.0,0.0,-0.025000000000000022,0.0,-0.04226804123711336,0.06331116652812407,0.002849002849002913,0.006037084950409666,0.0101522842639592,0.013281249999999911,0.0,0.049726324934839194,0.0,-0.04844290657439443,-0.03670140462165827,0.004510147832623268,-0.03111122045204917
1967-12-31,0.008982035928143839,0.010771370931985436,0.002953390402230749,0.0,0.0,0.002949852507374784,0.0,0.0,-0.02564102564102566,0.0,0.0,0.09298004685354222,0.005681818181818121,0.001806380503337257,0.014882102821801357,0.013878180416345476,0.0,-0.009472495003041592,0.0,0.02400000000000002,0.023047977422389287,0.012638230647709303,0.028507140128024355
1968-01-31,0.0029673590504448732,-0.0010774473544965524,-0.0014349775784753271,0.0,0.031707242361638244,0.002941176470588225,0.03613625096347661,0.020395071286729127,-0.02631578947368407,-0.15384615384615385,0.0,0.021386166940848383,0.0028248587570622874,0.005378808716115069,0.011045515139973316,-0.1034220532319392,0.03251299439238409,-0.029893601748313126,0.013955661037013067,0.021543560606060552,-0.011034482758620623,0.0022990393299942014,-0.002778234100668131
1968-02-29,0.00591715976331364,0.0035843867844262967,0.006152326208011427,0.0,0.0,0.0029325513196480912,0.0,0.0,0.027027027027026973,0.0,0.046286329386437064,0.02307785183038713,0.005633802816901401,0.007234702252485015,0.005085703522320628,0.13825275657336733,0.0,0.00633932937251469,0.0,-0.023174971031286185,-0.050674105067410546,8.192020971575786e-05,-0.044855769322062256
1968-03-31,0.002941176470588225,0.0031203509232520243,0.0011902105184855571,0.0,0.0,0.0029239766081869956,0.0,0.0,-0.02631578947368407,0.0,0.0,0.07231216233121018,0.0028011204481790397,0.009446204919269618,0.02005247376311825,0.02086438152011927,0.0,0.031690473938132735,0.0,-0.07378410438908656,-0.023996082272282226,-0.000655307994757548,-0.01852805960407833
